Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6252,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_313_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7756,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_315_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6907,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_316_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7650,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_318_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8431,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_333_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7653,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_334_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7835,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_345_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6454,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_349_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5334,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_351_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8572,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_354_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8094,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_357_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7171,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_358_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7987,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_360_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6933,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_372_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5136,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_373_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6856,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_376_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6313,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_379_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7268,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_381_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7614,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_382_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6669,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_394_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5238,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_396_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7229,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_403_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8024,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_420_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5498,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_421_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6114,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_424_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5810,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_435_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8566,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_436_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8817,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_438_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5376,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_439_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5319,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_456_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5345,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_463_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6432,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_465_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5068,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_465_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5423,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_466_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5999,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_481_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6467,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_484_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7858,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_486_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7306,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_489_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5646,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_492_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.9541,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_493_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5184,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_493_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6067,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_495_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5249,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_495_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7712,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_502_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7956,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_505_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6384,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_507_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7123,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_513_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6223,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_513_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5948,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_514_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8034,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_516_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6625,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_517_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6494,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_577_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7320,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_583_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6762,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_583_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7085,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_585_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5026,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_585_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7547,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_586_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5409,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_588_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6170,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_589_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7237,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_591_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6711,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_592_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6041,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_66_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7202,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_100000_67_5.wav
0,3.0,None,None,0.8145,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_106_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6276,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_109_5.wav
0,3.0,None,None,0.8084,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_112_5.wav
0,3.0,None,None,0.8305,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_114_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8078,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_118_5.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.5380,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_120_0.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.6081,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_121_5.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.8512,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_123_0.wav
0,3.0,None,None,0.8892,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_12_0.wav
0,3.0,Vegetation,Vegetation,0.8334,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_130_5.wav
0,3.0,Vegetation,Vegetation,0.8933,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_132_0.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.6311,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_138_0.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.5131,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_145_5.wav
0,3.0,Vegetation,Vegetation,0.8730,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_172_5.wav
0,3.0,Vegetation,Vegetation,0.9295,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_174_0.wav
0,3.0,Vegetation,Vegetation,0.5757,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_175_5.wav
0,3.0,Vegetation,Vegetation,0.6612,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_184_5.wav
0,3.0,None,None,0.6528,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_192_0.wav
0,3.0,Vegetation,Vegetation,0.8771,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_195_0.wav
0,3.0,Vegetation,Vegetation,0.8471,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_196_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8092,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_21_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5977,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_231_0.wav
0,3.0,None,None,0.7556,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_256_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5597,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_270_0.wav
0,3.0,Fringilla coelebs,Common Chaffinch,0.5283,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_355_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7278,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_357_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7010,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_358_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7456,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_361_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7991,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_366_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5817,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_36_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6393,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_370_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6634,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_375_0.wav
0,3.0,Vegetation,Vegetation,0.7212,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_381_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6788,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_382_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7151,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_384_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8650,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_385_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6870,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_391_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6474,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_393_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5997,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_394_5.wav
0,3.0,None,None,0.5246,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_396_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5753,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_400_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5746,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_402_0.wav
0,3.0,Vegetation,Vegetation,0.9254,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_412_5.wav
0,3.0,Vegetation,Vegetation,0.6734,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_414_0.wav
0,3.0,None,None,0.5227,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_414_0.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.8854,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_423_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6392,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_427_5.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.8136,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_445_5.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.7596,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_447_0.wav
0,3.0,Vegetation,Vegetation,0.6137,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_463_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7477,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_465_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8294,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_466_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5027,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_466_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5318,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_502_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6466,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_504_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8566,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_516_0.wav
0,3.0,Vegetation,Vegetation,0.9297,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_51_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5588,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_523_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5239,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_531_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8799,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_532_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7264,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_558_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6492,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_561_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6974,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_562_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5241,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_564_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5214,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_564_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5930,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_565_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6721,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_567_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6047,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_573_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8056,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_574_5.wav
0,3.0,Vegetation,Vegetation,0.7817,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_582_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8034,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_585_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5329,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_586_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6649,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_588_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6889,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_595_5.wav
0,3.0,None,None,0.8374,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_75_0.wav
0,3.0,Vegetation,Vegetation,0.8987,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_88_5.wav
0,3.0,None,None,0.7642,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_120000_96_0.wav
0,3.0,Rain,Rain,0.8793,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_538_5.wav
0,3.0,Rain,Rain,0.7627,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_540_0.wav
0,3.0,Rain,Rain,0.6739,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_541_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6063,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_543_0.wav
0,3.0,Rain,Rain,0.8221,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_556_5.wav
0,3.0,Rain,Rain,0.7300,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_558_0.wav
0,3.0,Rain,Rain,0.6988,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_561_0.wav
0,3.0,Rain,Rain,0.7250,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_562_5.wav
0,3.0,Rain,Rain,0.8138,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_564_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6757,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_570_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5069,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_571_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5918,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_573_0.wav
0,3.0,None,None,0.6986,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_588_0.wav
0,3.0,Rain,Rain,0.7206,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_78_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6432,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_78_0.wav
0,3.0,Rain,Rain,0.6131,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_79_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5497,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_79_5.wav
0,3.0,Rain,Rain,0.8901,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_130000_81_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5008,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_140000_28_5.wav
0,3.0,None,None,0.9677,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_140000_304_5.wav
0,3.0,None,None,0.6544,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_140000_306_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5742,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_140000_30_0.wav
0,3.0,None,None,0.8901,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_140000_319_5.wav
0,3.0,None,None,0.9328,E:/Giacomo/Tovanella/PROVA/valid\Fringilla coelebs_Common Chaffinch\20190621_140000_324_0.wav
